"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-01",4.663308,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-02",4.885577,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-03",4.784481,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-04",4.813225,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-05",4.864938,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-06",4.62919,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-07",4.516362,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-08",4.575645,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-09",4.394276,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-10",4.604715,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-11",4.565319,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1998-12",4.59462,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-01",4.597713,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-02",4.339288,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-03",4.458207,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-04",4.228574,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-05",4.500903,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-06",4.469576,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-07",4.665782,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-08",4.683931,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-09",4.70664,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-10",5.037267,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-11",5.261473,
"AUS","TRADEGOOD","EXP","BLN_USD","M","1999-12",5.043857,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-01",5.173712,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-02",5.486472,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-03",5.183176,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-04",5.184703,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-05",5.067408,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-06",5.385621,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-07",5.540258,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-08",5.282229,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-09",5.370684,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-10",5.320498,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-11",5.31357,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2000-12",5.462166,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-01",5.192142,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-02",5.357972,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-03",5.215301,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-04",5.327692,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-05",5.309615,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-06",5.481523,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-07",5.336937,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-08",5.320791,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-09",5.39884,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-10",5.12784,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-11",5.128,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2001-12",5.088767,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-01",5.206052,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-02",5.187577,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-03",5.475048,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-04",5.314867,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-05",5.264076,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-06",5.625152,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-07",5.46295,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-08",5.454329,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-09",5.376268,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-10",5.405759,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-11",5.602618,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2002-12",5.595457,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-01",5.835172,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-02",5.865534,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-03",5.951423,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-04",5.361633,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-05",5.630812,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-06",5.803211,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-07",5.490098,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-08",5.851713,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-09",5.862649,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-10",5.942759,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-11",6.337392,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2003-12",6.424327,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-01",6.948344,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-02",7.061092,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-03",6.759013,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-04",6.992092,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-05",6.994239,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-06",7.082222,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-07",7.093851,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-08",7.201181,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-09",7.188339,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-10",7.658753,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-11",7.687951,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2004-12",7.685097,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-01",8.195038,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-02",8.125324,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-03",8.079369,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-04",9.081312,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-05",8.98524,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-06",8.607911,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-07",9.172969,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-08",8.696278,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-09",8.796148,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-10",9.212417,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-11",8.894444,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2005-12",9.895845,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-01",9.267323,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-02",10.05782,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-03",9.456023,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-04",10.17633,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-05",9.797713,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-06",10.49002,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-07",10.68919,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-08",10.44915,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-09",10.49743,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-10",10.63879,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-11",10.73241,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2006-12",11.13442,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-01",11.13154,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-02",11.43263,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-03",11.09787,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-04",11.62741,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-05",11.52804,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-06",11.4448,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-07",12.22971,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-08",11.58267,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-09",11.69214,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-10",11.68365,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-11",12.61172,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2007-12",13.12383,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-01",13.33286,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-02",13.42498,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-03",14.54269,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-04",15.18339,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-05",16.2821,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-06",16.84857,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-07",17.31591,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-08",17.69501,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-09",17.2348,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-10",15.66017,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-11",14.81665,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2008-12",13.08111,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-01",13.30485,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-02",13.36173,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-03",13.28228,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-04",11.63778,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-05",11.70772,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-06",12.01909,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-07",11.86338,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-08",12.43241,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-09",13.3836,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-10",13.83702,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-11",13.69337,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2009-12",13.93845,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-01",15.39661,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-02",15.01939,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-03",15.33029,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-04",17.49735,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-05",16.98565,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-06",17.52161,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-07",17.74829,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-08",17.91103,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-09",18.62068,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-10",19.81122,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-11",19.96538,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2010-12",19.80206,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-01",19.98034,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-02",19.76151,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-03",21.88342,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-04",22.34404,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-05",22.9731,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-06",22.36572,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-07",23.0935,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-08",24.60702,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-09",23.65912,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-10",23.11528,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-11",22.76373,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2011-12",22.84566,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-01",21.77877,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-02",22.71878,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-03",21.75326,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-04",22.41292,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-05",21.59572,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-06",21.32895,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-07",21.54467,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-08",20.67981,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-09",20.21632,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-10",20.52955,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-11",20.97987,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2012-12",21.1278,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-01",21.25416,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-02",21.50793,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-03",21.70772,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-04",22.01736,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-05",21.48717,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-06",20.15213,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-07",19.78374,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-08",20.48765,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-09",20.89391,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-10",21.30845,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-11",20.87859,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2013-12",21.2111,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-01",21.66195,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-02",21.88404,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-03",21.27145,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-04",21.45208,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-05",19.91937,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-06",19.86415,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-07",20.35013,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-08",19.61842,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-09",19.06207,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-10",18.93348,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-11",18.54202,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2014-12",17.93817,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-01",17.75372,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-02",17.33276,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-03",16.52016,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-04",15.24971,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-05",15.84756,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-06",15.95828,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-07",15.55934,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-08",15.27871,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-09",15.26725,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-10",15.04345,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-11",14.57753,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2015-12",13.79392,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-01",13.25587,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-02",14.24517,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-03",14.86436,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-04",15.73992,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-05",14.85364,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-06",14.68051,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-07",15.57226,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-08",16.07294,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-09",16.33264,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-10",16.816,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-11",19.35497,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2016-12",20.1612,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-01",19.2359,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-02",19.83785,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-03",19.7657,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-04",18.05432,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-05",19.10362,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-06",18.78584,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-07",19.2339,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-08",19.59811,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-09",20.10846,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-10",19.04774,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-11",19.21308,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2017-12",19.22731,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-01",21.70962,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-02",21.39512,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-03",20.78266,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-04",20.8803,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-05",20.93918,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-06",21.56056,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-07",21.33933,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-08",21.73376,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-09",21.29933,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-10",21.74546,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-11",22.49532,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2018-12",21.3622,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-01",22.9542,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-02",22.55787,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-03",21.15281,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-04",22.90754,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-05",23.29492,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-06",23.46194,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-07",24.28775,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-08",22.76449,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-09",22.58005,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-10",21.40116,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-11",22.0653,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2019-12",21.65691,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-01",21.08456,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-02",19.88812,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-03",20.92755,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-04",20.05004,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-05",18.75259,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-06",20.6211,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-07",19.96798,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-08",20.18801,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-09",20.70873,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-10",21.50712,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-11",22.14329,
"AUS","TRADEGOOD","EXP","BLN_USD","M","2020-12",24.36955,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-01",17.45207,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-02",18.12659,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-03",18.03802,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-04",18.42471,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-05",18.076,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-06",17.38624,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-07",17.19343,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-08",17.44652,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-09",17.97266,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-10",18.13087,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-11",18.11162,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1998-12",18.28187,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-01",18.73657,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-02",19.1116,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-03",18.66661,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-04",18.99431,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-05",19.38796,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-06",19.81838,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-07",20.10574,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-08",20.40593,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-09",20.43454,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-10",20.74412,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-11",21.43881,
"CAN","TRADEGOOD","EXP","BLN_USD","M","1999-12",21.49887,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-01",22.72408,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-02",22.20478,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-03",22.9345,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-04",22.47122,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-05",23.06673,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-06",23.8441,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-07",23.39643,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-08",23.21616,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-09",23.5017,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-10",23.69103,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-11",23.06543,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2000-12",24.05593,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-01",25.26539,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-02",22.83701,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-03",22.76753,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-04",22.73944,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-05",22.68885,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-06",22.24177,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-07",21.47243,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-08",20.88003,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-09",20.10672,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-10",19.86682,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-11",20.56094,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2001-12",19.76932,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-01",19.83926,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-02",20.55207,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-03",20.28086,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-04",20.97477,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-05",21.43736,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-06",20.88028,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-07",21.34679,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-08",21.36892,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-09",21.49495,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-10",21.62277,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-11",21.50527,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2002-12",21.20454,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-01",21.72412,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-02",21.89608,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-03",23.20275,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-04",21.86652,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-05",22.47929,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-06",22.24794,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-07",22.68129,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-08",21.76005,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-09",23.5153,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-10",23.50578,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-11",23.68844,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2003-12",23.98422,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-01",23.63614,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-02",24.77089,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-03",25.4878,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-04",25.84979,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-05",25.88602,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-06",27.42554,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-07",27.15003,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-08",27.20731,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-09",26.4698,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-10",27.25148,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-11",28.23145,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2004-12",27.81272,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2005-01",28.07857,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2005-02",28.1551,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2005-03",28.22247,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2005-04",28.34542,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2005-05",28.69387,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2005-06",28.55003,
"CAN","TRADEGOOD","EXP","BLN_USD","M","2005-07",28.86366,
