"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-04",108.3793,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-05",106.7478,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-06",106.9113,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-07",109.7183,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-08",111.1594,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-09",115.0703,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-10",117.1645,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-11",121.493,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2007-12",121.5576,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-01",124.2152,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-02",124.4836,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-03",129.8303,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-04",131.7675,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-05",127.5088,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-06",130.1253,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-07",129.6854,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-08",124.7894,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-09",118.3949,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-10",109.4177,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-11",95.10037,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2008-12",97.13662,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-01",88.6351,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-02",83.24589,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-03",84.97234,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-04",84.99937,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-05",85.86774,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-06",91.38622,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-07",95.08527,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-08",95.02939,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-09",98.27949,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-10",99.93881,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-11",103.5365,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2009-12",103.7363,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-01",98.48347,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-02",97.36239,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-03",104.1275,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-04",100.9715,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-05",99.13574,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-06",98.14183,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-07",102.221,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-08",102.9464,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-09",106.5403,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-10",114.2949,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-11",113.4751,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2010-12",109.6822,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-01",112.741,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-02",116.576,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-03",124.1737,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-04",125.894,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-05",125.1427,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-06",126.5425,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-07",124.0083,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-08",127.8022,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-09",123.7271,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-10",120.6939,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-11",121.3624,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2011-12",114.8315,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-01",114.6938,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-02",121.2234,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-03",119.6215,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-04",118.059,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-05",118.1891,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-06",114.6983,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-07",112.484,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-08",116.1469,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-09",117.4623,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-10",118.9749,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-11",114.4444,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2012-12",118.8384,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-01",119.7126,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-02",119.252,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-03",118.8265,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-04",118.6459,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-05",116.9426,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-06",118.9068,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-07",115.8818,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-08",121.2657,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-09",122.487,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-10",125.6495,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-11",124.5558,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2013-12",126.2373,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-01",126.6837,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-02",126.3355,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-03",125.4337,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-04",127.9072,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-05",125.733,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-06",126.8231,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-07",129.1975,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-08",123.5298,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-09",124.1154,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-10",122.0054,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-11",117.5722,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2014-12",120.4592,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-01",111.6929,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-02",110.446,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-03",107.6449,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-04",107.8553,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-05",113.0729,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-06",112.4011,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-07",112.3088,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-08",108.3936,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-09",112.0068,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-10",111.5494,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-11",106.1237,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2015-12",106.5295,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-01",105.9292,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-02",110.7158,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-03",112.0359,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-04",114.2403,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-05",112.0076,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-06",110.7504,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-07",107.8727,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-08",113.0885,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-09",112.3221,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-10",110.9716,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-11",110.2768,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2016-12",106.1659,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-01",109.2863,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-02",111.1889,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-03",113.0843,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-04",113.637,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-05",118.8365,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-06",118.0455,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-07",121.1868,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-08",127.6525,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-09",128.4965,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-10",123.5928,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-11",129.896,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2017-12",130.7837,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-01",134.3523,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-02",132.039,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-03",135.7678,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-04",135.3348,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-05",131.408,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-06",129.1447,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-07",128.6473,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-08",127.9983,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-09",127.9876,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-10",127.1854,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-11",125.8741,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2018-12",126.9869,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-01",127.5469,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-02",125.1882,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-03",127.7074,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-04",123.2338,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-05",124.6246,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-06",123.6662,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-07",123.7963,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-08",122.2576,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-09",122.8719,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-10",124.77,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-11",122.35,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2019-12",124.0568,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-01",123.2463,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-02",123.7399,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-03",111.4037,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-04",81.71239,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-05",90.18598,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-06",105.3733,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-07",112.6742,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-08",119.4994,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-09",122.5275,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-10",124.3581,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-11",127.2763,
"DEU","TRADEGOOD","EXP","BLN_USD","M","2020-12",131.7301,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-01",19.72053,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-02",19.85612,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-03",20.39563,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-04",20.00879,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-05",20.39796,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-06",20.67581,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-07",20.02438,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-08",20.01789,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-09",20.34821,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-10",20.85204,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-11",20.36423,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1998-12",20.28255,"B"
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-01",20.35388,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-02",19.4211,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-03",19.04202,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-04",19.00708,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-05",19.1648,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-06",18.9735,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-07",19.13457,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-08",19.60803,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-09",19.36939,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-10",20.72464,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-11",19.95361,
"ITA","TRADEGOOD","EXP","BLN_USD","M","1999-12",19.43145,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-01",20.5145,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-02",20.17687,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-03",20.11553,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-04",19.87789,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-05",19.23536,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-06",19.84921,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-07",20.71557,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-08",20.25719,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-09",20.13623,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-10",19.39244,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-11",19.60211,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2000-12",20.87533,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-01",22.18907,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-02",21.14842,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-03",20.93398,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-04",20.75111,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-05",19.77391,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-06",19.82242,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-07",19.48287,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-08",20.23059,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-09",20.42422,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-10",20.29798,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-11",19.82184,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2001-12",21.03028,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-01",19.70755,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-02",19.54967,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-03",19.44559,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-04",19.31363,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-05",20.62573,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-06",21.57791,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-07",22.02084,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-08",21.95827,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-09",22.30515,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-10",22.48346,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-11",22.96224,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2002-12",23.65679,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-01",23.88619,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-02",24.17282,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-03",23.78593,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-04",23.26474,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-05",24.08607,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-06",24.68957,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-07",24.36013,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-08",25.08061,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-09",24.30853,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-10",27.06598,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-11",25.82416,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2003-12",29.82467,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-01",26.50134,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-02",28.16129,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-03",28.57394,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-04",28.80991,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-05",29.02424,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-06",28.29353,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-07",29.09069,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-08",29.7944,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-09",29.27741,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-10",30.05205,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-11",31.67039,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2004-12",31.4139,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-01",31.49095,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-02",30.98477,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-03",31.72018,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-04",31.80969,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-05",31.8789,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-06",30.23289,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-07",30.63152,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-08",31.28352,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-09",30.98298,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-10",30.88515,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-11",30.61844,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2005-12",30.04261,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-01",31.61213,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-02",31.54186,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-03",32.119,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-04",32.8458,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-05",35.19849,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-06",34.69431,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-07",34.45112,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-08",36.22659,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-09",35.82741,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-10",36.40002,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-11",38.16189,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2006-12",39.84034,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-01",38.16109,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-02",39.48714,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-03",40.16798,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-04",40.20297,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-05",40.42565,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-06",42.1225,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-07",42.42065,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-08",41.94848,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-09",42.69168,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-10",44.26188,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-11",45.87405,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2007-12",44.02501,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-01",47.90204,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-02",47.28724,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-03",49.18944,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-04",50.35814,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-05",47.97715,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-06",48.80023,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-07",49.94936,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-08",45.99881,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-09",44.0736,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-10",39.67769,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-11",34.9495,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2008-12",35.58818,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-01",31.55875,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-02",31.7087,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-03",31.24115,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-04",31.54214,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-05",32.23447,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-06",32.96055,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-07",34.13456,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-08",33.7311,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-09",36.00603,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-10",35.76992,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-11",36.75257,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2009-12",37.31271,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-01",35.96352,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-02",35.7154,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-03",36.19796,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-04",36.69247,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-05",34.94757,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-06",34.46638,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-07",36.60951,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-08",36.42955,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-09",38.0379,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-10",40.69056,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-11",40.14087,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2010-12",38.79833,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-01",41.18227,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-02",41.95316,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-03",42.62021,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-04",45.8354,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-05",46.09563,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-06",44.37714,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-07",45.06308,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-08",45.05956,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-09",43.70413,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-10",42.92624,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-11",42.5308,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2011-12",41.32776,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-01",40.11884,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-02",41.91621,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-03",43.07916,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-04",42.49135,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-05",41.60197,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-06",41.07109,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-07",40.33002,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-08",41.80711,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-09",42.1023,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-10",42.1934,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-11",41.63086,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2012-12",43.39413,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-01",44.57899,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-02",43.10373,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-03",41.33644,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-04",41.98013,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-05",41.47789,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-06",43.7634,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-07",42.46601,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-08",43.62083,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-09",43.7625,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-10",44.50634,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-11",43.76527,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2013-12",46.05527,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-01",45.74548,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-02",45.44664,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-03",45.47567,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-04",44.81879,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-05",45.22927,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-06",44.89289,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-07",44.51863,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-08",44.7282,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-09",43.68402,
"ITA","TRADEGOOD","EXP","BLN_USD","M","2014-10",42.35795,
